round,race,constructorName,points
1,Bahrain,Red Bull,25.0
1,Bahrain,Red Bull,18.0
1,Bahrain,Aston Martin,15.0
1,Bahrain,Ferrari,12.0
1,Bahrain,Mercedes,10.0
1,Bahrain,Aston Martin,8.0
1,Bahrain,Mercedes,6.0
1,Bahrain,Alfa Romeo,4.0
1,Bahrain,Alpine F1 Team,2.0
1,Bahrain,Williams,1.0
1,Bahrain,AlphaTauri,0.0
1,Bahrain,Williams,0.0
1,Bahrain,Haas F1 Team,0.0
1,Bahrain,AlphaTauri,0.0
1,Bahrain,Haas F1 Team,0.0
1,Bahrain,Alfa Romeo,0.0
1,Bahrain,McLaren,0.0
1,Bahrain,Alpine F1 Team,0.0
1,Bahrain,Ferrari,0.0
1,Bahrain,McLaren,0.0
2,Saudi Arabian,Red Bull,25.0
2,Saudi Arabian,Red Bull,19.0
2,Saudi Arabian,Aston Martin,15.0
2,Saudi Arabian,Mercedes,12.0
2,Saudi Arabian,Mercedes,10.0
2,Saudi Arabian,Ferrari,8.0
2,Saudi Arabian,Ferrari,6.0
2,Saudi Arabian,Alpine F1 Team,4.0
2,Saudi Arabian,Alpine F1 Team,2.0
2,Saudi Arabian,Haas F1 Team,1.0
2,Saudi Arabian,AlphaTauri,0.0
2,Saudi Arabian,Haas F1 Team,0.0
2,Saudi Arabian,Alfa Romeo,0.0
2,Saudi Arabian,AlphaTauri,0.0
2,Saudi Arabian,McLaren,0.0
2,Saudi Arabian,Williams,0.0
2,Saudi Arabian,McLaren,0.0
2,Saudi Arabian,Alfa Romeo,0.0
2,Saudi Arabian,Williams,0.0
2,Saudi Arabian,Aston Martin,0.0
3,Australian,Red Bull,25.0
3,Australian,Mercedes,18.0
3,Australian,Aston Martin,15.0
3,Australian,Aston Martin,12.0
3,Australian,Red Bull,11.0
3,Australian,McLaren,8.0
3,Australian,Haas F1 Team,6.0
3,Australian,McLaren,4.0
3,Australian,Alfa Romeo,2.0
3,Australian,AlphaTauri,1.0
3,Australian,Alfa Romeo,0.0
3,Australian,Ferrari,0.0
3,Australian,Alpine F1 Team,0.0
3,Australian,Alpine F1 Team,0.0
3,Australian,AlphaTauri,0.0
3,Australian,Williams,0.0
3,Australian,Haas F1 Team,0.0
3,Australian,Mercedes,0.0
3,Australian,Williams,0.0
3,Australian,Ferrari,0.0
4,Azerbaijan,Red Bull,33.0
4,Azerbaijan,Red Bull,31.0
4,Azerbaijan,Red Bull,26.0
4,Azerbaijan,Red Bull,24.0
4,Azerbaijan,Ferrari,22.0
4,Azerbaijan,Ferrari,19.0
4,Azerbaijan,Aston Martin,15.0
4,Azerbaijan,Aston Martin,13.0
4,Azerbaijan,Ferrari,17.0
4,Azerbaijan,Ferrari,14.0
4,Azerbaijan,Mercedes,13.0
4,Azerbaijan,Mercedes,10.0
4,Azerbaijan,Aston Martin,9.0
4,Azerbaijan,Aston Martin,7.0
4,Azerbaijan,Mercedes,10.0
4,Azerbaijan,Mercedes,7.0
4,Azerbaijan,McLaren,2.0
4,Azerbaijan,McLaren,2.0
4,Azerbaijan,AlphaTauri,1.0
4,Azerbaijan,AlphaTauri,1.0
4,Azerbaijan,McLaren,0.0
4,Azerbaijan,McLaren,0.0
4,Azerbaijan,Williams,0.0
4,Azerbaijan,Williams,0.0
4,Azerbaijan,Haas F1 Team,0.0
4,Azerbaijan,Haas F1 Team,0.0
4,Azerbaijan,Alpine F1 Team,0.0
4,Azerbaijan,Alpine F1 Team,0.0
4,Azerbaijan,Alpine F1 Team,0.0
4,Azerbaijan,Alpine F1 Team,0.0
4,Azerbaijan,Williams,0.0
4,Azerbaijan,Williams,0.0
4,Azerbaijan,Haas F1 Team,0.0
4,Azerbaijan,Haas F1 Team,0.0
4,Azerbaijan,Alfa Romeo,0.0
4,Azerbaijan,Alfa Romeo,0.0
4,Azerbaijan,Alfa Romeo,0.0
4,Azerbaijan,Alfa Romeo,0.0
4,Azerbaijan,AlphaTauri,0.0
4,Azerbaijan,AlphaTauri,0.0
5,Miami,Red Bull,26.0
5,Miami,Red Bull,18.0
5,Miami,Aston Martin,15.0
5,Miami,Mercedes,12.0
5,Miami,Ferrari,10.0
5,Miami,Mercedes,8.0
5,Miami,Ferrari,6.0
5,Miami,Alpine F1 Team,4.0
5,Miami,Alpine F1 Team,2.0
5,Miami,Haas F1 Team,1.0
5,Miami,AlphaTauri,0.0
5,Miami,Aston Martin,0.0
5,Miami,Alfa Romeo,0.0
5,Miami,Williams,0.0
5,Miami,Haas F1 Team,0.0
5,Miami,Alfa Romeo,0.0
5,Miami,McLaren,0.0
5,Miami,AlphaTauri,0.0
5,Miami,McLaren,0.0
5,Miami,Williams,0.0
6,Monaco,Red Bull,25.0
6,Monaco,Aston Martin,18.0
6,Monaco,Alpine F1 Team,15.0
6,Monaco,Mercedes,13.0
6,Monaco,Mercedes,10.0
6,Monaco,Ferrari,8.0
6,Monaco,Alpine F1 Team,6.0
6,Monaco,Ferrari,4.0
6,Monaco,McLaren,2.0
6,Monaco,McLaren,1.0
6,Monaco,Alfa Romeo,0.0
6,Monaco,AlphaTauri,0.0
6,Monaco,Alfa Romeo,0.0
6,Monaco,Williams,0.0
6,Monaco,AlphaTauri,0.0
6,Monaco,Red Bull,0.0
6,Monaco,Haas F1 Team,0.0
6,Monaco,Williams,0.0
6,Monaco,Haas F1 Team,0.0
6,Monaco,Aston Martin,0.0
7,Spanish,Red Bull,26.0
7,Spanish,Mercedes,18.0
7,Spanish,Mercedes,15.0
7,Spanish,Red Bull,12.0
7,Spanish,Ferrari,10.0
7,Spanish,Aston Martin,8.0
7,Spanish,Aston Martin,6.0
7,Spanish,Alpine F1 Team,4.0
7,Spanish,Alfa Romeo,2.0
7,Spanish,Alpine F1 Team,1.0
7,Spanish,Ferrari,0.0
7,Spanish,AlphaTauri,0.0
7,Spanish,McLaren,0.0
7,Spanish,AlphaTauri,0.0
7,Spanish,Haas F1 Team,0.0
7,Spanish,Williams,0.0
7,Spanish,McLaren,0.0
7,Spanish,Haas F1 Team,0.0
7,Spanish,Alfa Romeo,0.0
7,Spanish,Williams,0.0
8,Canadian,Red Bull,25.0
8,Canadian,Aston Martin,18.0
8,Canadian,Mercedes,15.0
8,Canadian,Ferrari,12.0
8,Canadian,Ferrari,10.0
8,Canadian,Red Bull,9.0
8,Canadian,Williams,6.0
8,Canadian,Alpine F1 Team,4.0
8,Canadian,Aston Martin,2.0
8,Canadian,Alfa Romeo,1.0
8,Canadian,McLaren,0.0
8,Canadian,Alpine F1 Team,0.0
8,Canadian,McLaren,0.0
8,Canadian,AlphaTauri,0.0
8,Canadian,Haas F1 Team,0.0
8,Canadian,Alfa Romeo,0.0
8,Canadian,Haas F1 Team,0.0
8,Canadian,AlphaTauri,0.0
8,Canadian,Mercedes,0.0
8,Canadian,Williams,0.0
9,Austrian,Red Bull,34.0
9,Austrian,Red Bull,33.0
9,Austrian,Ferrari,24.0
9,Austrian,Ferrari,18.0
9,Austrian,Red Bull,23.0
9,Austrian,Red Bull,22.0
9,Austrian,McLaren,12.0
9,Austrian,McLaren,12.0
9,Austrian,Aston Martin,15.0
9,Austrian,Aston Martin,14.0
9,Austrian,Ferrari,14.0
9,Austrian,Ferrari,8.0
9,Austrian,Mercedes,7.0
9,Austrian,Mercedes,6.0
9,Austrian,Mercedes,5.0
9,Austrian,Mercedes,4.0
9,Austrian,Aston Martin,7.0
9,Austrian,Aston Martin,6.0
9,Austrian,Alpine F1 Team,3.0
9,Austrian,Alpine F1 Team,1.0
9,Austrian,Williams,0.0
9,Austrian,Williams,0.0
9,Austrian,Alfa Romeo,0.0
9,Austrian,Alfa Romeo,0.0
9,Austrian,Williams,0.0
9,Austrian,Williams,0.0
9,Austrian,Alpine F1 Team,2.0
9,Austrian,Alpine F1 Team,0.0
9,Austrian,Alfa Romeo,0.0
9,Austrian,Alfa Romeo,0.0
9,Austrian,McLaren,0.0
9,Austrian,McLaren,0.0
9,Austrian,AlphaTauri,0.0
9,Austrian,AlphaTauri,0.0
9,Austrian,Haas F1 Team,3.0
9,Austrian,Haas F1 Team,0.0
9,Austrian,AlphaTauri,0.0
9,Austrian,AlphaTauri,0.0
9,Austrian,Haas F1 Team,3.0
9,Austrian,Haas F1 Team,0.0
10,British,Red Bull,26.0
10,British,McLaren,18.0
10,British,Mercedes,15.0
10,British,McLaren,12.0
10,British,Mercedes,10.0
10,British,Red Bull,8.0
10,British,Aston Martin,6.0
10,British,Williams,4.0
10,British,Ferrari,2.0
10,British,Ferrari,1.0
10,British,Williams,0.0
10,British,Alfa Romeo,0.0
10,British,Haas F1 Team,0.0
10,British,Aston Martin,0.0
10,British,Alfa Romeo,0.0
10,British,AlphaTauri,0.0
10,British,AlphaTauri,0.0
10,British,Alpine F1 Team,0.0
10,British,Haas F1 Team,0.0
10,British,Alpine F1 Team,0.0
11,Hungarian,Red Bull,26.0
11,Hungarian,McLaren,18.0
11,Hungarian,Red Bull,15.0
11,Hungarian,Mercedes,12.0
11,Hungarian,McLaren,10.0
